	text	labels
2023633	But your argument is a little extreme in the situation where, by State law, the defendant has to be there, and any time the defendant testifies, even if it's totally consistent with his prior but excluded confession, you say the prosecutor can nonetheless get up in summation and try to use his presence at the trial against him.	0
7726301	I don't e-	1
5641872	I mean, that's acceptable.	1
475123	And it sort of reads the phrase out of the statute in a sense.	1
9432098	can spend at the canteen --	1
6973198	Which one -- which one is that? Subsection.	1
2770113	--(i)--	1
7474516	Yes, but isn't one way to...	1
5002224	We do...	1
388314	Well, why isn't the Turner/Safley rule quite adequate here to deal with this?	1
2831176	What... what about the proposal some of the States have made whereby a provisional license could be given pending the eventual judicial determination?	1
1632246	You agree with the bottom line.	1
8423815	I guess you don't agree with Pilot Life.	1
2077389	But it's a little... it's a little like... if you're telling doctors what's medically necessary under the plan, it's in effect maybe defining the basic standards of medical care, in a way.	0
2974050	[Laughter]	1
245002	disorder.	1
8011267	like a basic difference.	1
6186572	[Laughter]	1
2092983	Maybe he deserves stigmatization if... with the high recidivist rate under the facts that Justice O'Connor gave you.	1
1825989	It's not that.	0
7186668	What do you say...	1
2140129	I think that's very, very, very significant.	0
8191933	that?	1
3701400	Thank you, Mr. Frederick.	1
8346892	Well, there was another district, Senate District 15, where the percentage dropped from 62 percent to 50.8 percent, and the Government didn't challenge that.	1
617570	Well, that isn't exactly how the question was phrased, unfortunately.	0
5991251	There simply is no opportunity here for judicial review of the determination of the discretion of the Attorney General in reviewing the conditions under which someone might be released with safety.	1
7864265	Then what's your fall-back position?	1
2231853	Why not go lower?	1
252009	So what am I supposed to do about that finding?	1
1810578	And it's... it's not imposed on a class of citizens by reason of their criminal past.	1
8765325	[Laughter]	1
4042658	Mr. Sutton, with respect to that trade-off, as you've described it, I take it now you're making a transition to First Amendment.	1
505395	So there could be a trade dress in an expired patented item.	0
3489877	Has there... has there ever been any proceeding here at all to determine what the issues are?	1
51633	It's just a matter of...  as a matter of convenience for everyone, I wonder why the prosecutor didn't point out that it was beyond the 180 days.	1
625829	I asked... I--	1
6771270	[Inaudible]	1
41793	And I'm interested... what we have in front of us now at this point as issues.	1
1470284	Well, we have said that the... in Minnesota v. the United States, I think we said that a proceeding against property in which the United States has an interest is a suit against the United States.	1
93331	Well, is that limited, though, just to things that affect the internal order of the ship?	0
9048625	Well, this Court has already held...	1
3336006	Why does it matter?	1
2976546	--And were objections made each time?	1
9556308	is a...	1
3262114	You have breached it in that your subcontractor has breached it.	1
298253	basically correct?	1
9125571	Mr. Everett, can I ask kind of a basic question, prompted by Justice Scalia's question.	1
2349364	So the release was in response to that order of the Federal court?	1
6887703	In this case--	1
76316	Is that correct?	1
4472231	I would like to take just a minute on the question of the... whether a typed name can constitute a signature.	1
5157249	But this isn't a question of State law.	1
7132601	I've heard this...	1
4404245	w- Well, no -- my predisposes...	1
1916002	Well, you don't need to argue that in order to prevail, do you?	1
6390964	Did they do it for no reason at all?	1
1637427	Well, is that limited, though, just to things that affect the internal order of the ship?	0
1547206	--But your--	1
969493	Well, I -- I understand.	0
919100	Well--	0
2569113	Because of Article II, which, after all, does give the legislature plenary power and must have wanted... it must have wanted to have the laws in place so that it wasn't... so that Florida wouldn't risk losing its electoral votes.	1
8737989	my neighbor had.	1
3799758	N- not necessarily.	1
7310698	to the employer.	1
9220465	But if the Coast Guard were silent on some of these points, you still think there is Federal--	1
3746421	For instance, if I read this clause about, you know, you can bring suit in any court having jurisdiction thereof, if the tribe were taking the more limited position, which I gather the United States is, that this was at least an agreement to suit in the Tribal Court.	1
4106500	That certainly isn't this case.	1
844424	Well, I thought that's--	1
1761951	narrow range...	1
4183562	circumstance where a cus-	1
5912565	Does the agreement require some kind of consent by the parties to release any flood water in the Madera Canal?	1
483467	--as well as--	1
5438176	--Kennedy gave you, why isn't that covered by the QDRO section--	1
384848	--Percutaneous.	1
1974898	So, we're really talking about licensing schemes.	0
5099626	Is there such a price today that could be paid if a farmer were to go out and buy water from another farmer who had some?	1
